Ngày,#,Loại (nghìn đồng/ lượng),Mua,Bán
16/02/2025,7,Quảng Ngãi,87300,90300
16/02/2025,8,Nha Trang,87300,90300
16/02/2025,9,Biên Hòa,87300,90300
16/02/2025,10,Miền Tây,87300,90300
16/02/2025,11,Bạc Liêu,87300,90300
16/02/2025,12,Cà Mau,87300,90300
17/02/2025,,,
17/02/2025,1,Hồ Chí Minh,87600,90600
17/02/2025,2,Miền Bắc,87600,90600
17/02/2025,3,Hạ Long,87600,90600
17/02/2025,4,Hải Phòng,87600,90600
17/02/2025,5,Miền Trung,87600,90600
17/02/2025,6,Huế,87600,90600
17/02/2025,7,Quảng Ngãi,87600,90600
17/02/2025,8,Nha Trang,87600,90600
17/02/2025,9,Biên Hòa,87600,90600
17/02/2025,10,Miền Tây,87600,90600
17/02/2025,11,Bạc Liêu,87600,90600
17/02/2025,12,Cà Mau,87600,90600
18/02/2025,,,
18/02/2025,1,Hồ Chí Minh,88600,91100
18/02/2025,2,Miền Bắc,88600,91100
18/02/2025,3,Hạ Long,88600,91100
18/02/2025,4,Hải Phòng,88600,91100
18/02/2025,5,Miền Trung,88600,91100
18/02/2025,6,Huế,88600,91100
18/02/2025,7,Quảng Ngãi,88600,91100
18/02/2025,8,Nha Trang,88600,91100
18/02/2025,9,Biên Hòa,88600,91100
18/02/2025,10,Miền Tây,88600,91100
18/02/2025,11,Bạc Liêu,88600,91100
18/02/2025,12,Cà Mau,88600,91100
19/02/2025,,,
19/02/2025,1,Hồ Chí Minh,119500,121500
19/02/2025,2,Miền Bắc,119500,121500
19/02/2025,3,Hạ Long,119500,121500
19/02/2025,4,Hải Phòng,119500,121500
19/02/2025,5,Miền Trung,119500,121500
19/02/2025,6,Huế,119500,121500
19/02/2025,7,Quảng Ngãi,119500,121500
19/02/2025,8,Nha Trang,119500,121500
19/02/2025,9,Biên Hòa,119500,121500
19/02/2025,10,Miền Tây,119500,121500
19/02/2025,11,Bạc Liêu,119500,121500
19/02/2025,12,Cà Mau,119500,121500
20/02/2025,,,
20/02/2025,1,Hồ Chí Minh,90000,92300
20/02/2025,2,Miền Bắc,90000,92300
20/02/2025,3,Hạ Long,90000,92300
20/02/2025,4,Hải Phòng,90000,92300
20/02/2025,5,Miền Trung,90000,92300
20/02/2025,6,Huế,90000,92300
20/02/2025,7,Quảng Ngãi,90000,92300
20/02/2025,8,Nha Trang,90000,92300
20/02/2025,9,Biên Hòa,90000,92300
20/02/2025,10,Miền Tây,90000,92300
20/02/2025,11,Bạc Liêu,90000,92300
20/02/2025,12,Cà Mau,90000,92300
21/02/2025,,,
21/02/2025,1,Hồ Chí Minh,89400,91700
21/02/2025,2,Miền Bắc,89400,91700
21/02/2025,3,Hạ Long,89400,91700
21/02/2025,4,Hải Phòng,89400,91700
21/02/2025,5,Miền Trung,89400,91700
21/02/2025,6,Huế,89400,91700
21/02/2025,7,Quảng Ngãi,89400,91700
21/02/2025,8,Nha Trang,89400,91700
21/02/2025,9,Biên Hòa,89400,91700
21/02/2025,10,Miền Tây,89400,91700
21/02/2025,11,Bạc Liêu,89400,91700
21/02/2025,12,Cà Mau,89400,91700
22/02/2025,,,
22/02/2025,1,Hồ Chí Minh,89400,91700
22/02/2025,2,Miền Bắc,89400,91700
22/02/2025,3,Hạ Long,89700,92000
22/02/2025,4,Hải Phòng,89400,91700
22/02/2025,5,Miền Trung,89400,91700
22/02/2025,6,Huế,89400,91700
22/02/2025,7,Quảng Ngãi,89400,91700
22/02/2025,8,Nha Trang,89400,91700
22/02/2025,9,Biên Hòa,89400,91700
22/02/2025,10,Miền Tây,89400,91700
22/02/2025,11,Bạc Liêu,89400,91700
22/02/2025,12,Cà Mau,89400,91700
23/02/2025,,,
23/02/2025,1,Hồ Chí Minh,89400,91700
23/02/2025,2,Miền Bắc,89400,91700
23/02/2025,3,Hạ Long,89700,92000
23/02/2025,4,Hải Phòng,89400,91700
23/02/2025,5,Miền Trung,89400,91700
23/02/2025,6,Huế,89400,91700
23/02/2025,7,Quảng Ngãi,89400,91700
23/02/2025,8,Nha Trang,89400,91700
23/02/2025,9,Biên Hòa,89400,91700
23/02/2025,10,Miền Tây,89400,91700
23/02/2025,11,Bạc Liêu,89400,91700
23/02/2025,12,Cà Mau,89400,91700
24/02/2025,,,
24/02/2025,1,Hồ Chí Minh,89700,92000
24/02/2025,2,Miền Bắc,89700,92000
24/02/2025,3,Hạ Long,89700,92000
24/02/2025,4,Hải Phòng,89700,92000
24/02/2025,5,Miền Trung,89700,92000
24/02/2025,6,Huế,89700,92000
24/02/2025,7,Quảng Ngãi,89700,92000
24/02/2025,8,Nha Trang,89700,92000
24/02/2025,9,Biên Hòa,89700,92000
24/02/2025,10,Miền Tây,89700,92000
24/02/2025,11,Bạc Liêu,89700,92000
24/02/2025,12,Cà Mau,89700,92000
25/02/2025,,,
25/02/2025,1,Hồ Chí Minh,89700,92000
25/02/2025,2,Miền Bắc,89700,92000
25/02/2025,3,Hạ Long,89700,92000
25/02/2025,4,Hải Phòng,89700,92000
25/02/2025,5,Miền Trung,89700,92000
25/02/2025,6,Huế,89700,92000
25/02/2025,7,Quảng Ngãi,89700,92000
25/02/2025,8,Nha Trang,89700,92000
25/02/2025,9,Biên Hòa,89700,92000
25/02/2025,10,Miền Tây,89700,92000
25/02/2025,11,Bạc Liêu,89700,92000
25/02/2025,12,Cà Mau,89700,92000
26/02/2025,,,
26/02/2025,1,Hồ Chí Minh,89000,91300
26/02/2025,2,Miền Bắc,89000,91300
26/02/2025,3,Hạ Long,89000,91300
26/02/2025,4,Hải Phòng,89000,91300
26/02/2025,5,Miền Trung,89000,91300
26/02/2025,6,Huế,89000,91300
26/02/2025,7,Quảng Ngãi,89000,91300
26/02/2025,8,Nha Trang,89000,91300
26/02/2025,9,Biên Hòa,89000,91300
26/02/2025,10,Miền Tây,89000,91300
26/02/2025,11,Bạc Liêu,89000,91300
26/02/2025,12,Cà Mau,89000,91300
27/02/2025,,,
27/02/2025,1,Hồ Chí Minh,88900,91200
27/02/2025,2,Miền Bắc,88900,91200
27/02/2025,3,Hạ Long,88900,91200
27/02/2025,4,Hải Phòng,88900,91200
27/02/2025,5,Miền Trung,88900,91200
27/02/2025,6,Huế,88900,91200
27/02/2025,7,Quảng Ngãi,88900,91200
27/02/2025,8,Nha Trang,88900,91200
27/02/2025,9,Biên Hòa,88900,91200
27/02/2025,10,Miền Tây,88900,91200
27/02/2025,11,Bạc Liêu,88900,91200
27/02/2025,12,Cà Mau,88900,91200
28/02/2025,,,
28/02/2025,1,Hồ Chí Minh,88500,90500
28/02/2025,2,Miền Bắc,88500,90500
28/02/2025,3,Hạ Long,88500,90500
28/02/2025,4,Hải Phòng,88500,90500
28/02/2025,5,Miền Trung,88500,90500
28/02/2025,6,Huế,88500,90500
28/02/2025,7,Quảng Ngãi,88500,90500
28/02/2025,8,Nha Trang,88500,90500
28/02/2025,9,Biên Hòa,88500,90500
28/02/2025,10,Miền Tây,88500,90500
28/02/2025,11,Bạc Liêu,88500,90500
28/02/2025,12,Cà Mau,88500,90500
01/03/2025,,,
01/03/2025,1,Hồ Chí Minh,88500,90500
01/03/2025,2,Miền Bắc,88500,90500
01/03/2025,3,Hạ Long,88500,90500
01/03/2025,4,Hải Phòng,88500,90500
01/03/2025,5,Miền Trung,88500,90500
01/03/2025,6,Huế,88500,90500
01/03/2025,7,Quảng Ngãi,88500,90500
01/03/2025,8,Nha Trang,88500,90500
01/03/2025,9,Biên Hòa,88500,90500
01/03/2025,10,Miền Tây,88500,90500
01/03/2025,11,Bạc Liêu,88500,90500
01/03/2025,12,Cà Mau,88500,90500
02/03/2025,,,
02/03/2025,1,Hồ Chí Minh,88500,90500
02/03/2025,2,Miền Bắc,88500,90500
02/03/2025,3,Hạ Long,88500,90500
02/03/2025,4,Hải Phòng,88500,90500
02/03/2025,5,Miền Trung,88500,90500
02/03/2025,6,Huế,88500,90500
02/03/2025,7,Quảng Ngãi,88500,90500
02/03/2025,8,Nha Trang,88500,90500
02/03/2025,9,Biên Hòa,88500,90500
02/03/2025,10,Miền Tây,88500,90500
02/03/2025,11,Bạc Liêu,88500,90500
02/03/2025,12,Cà Mau,88500,90500
03/03/2025,,,
03/03/2025,1,Hồ Chí Minh,89000,91000
03/03/2025,2,Miền Bắc,89000,91000
03/03/2025,3,Hạ Long,89000,91000
03/03/2025,4,Hải Phòng,89000,91000
03/03/2025,5,Miền Trung,89000,91000
03/03/2025,6,Huế,89000,91000
03/03/2025,7,Quảng Ngãi,89000,91000
03/03/2025,8,Nha Trang,89000,91000
03/03/2025,9,Biên Hòa,89000,91000
03/03/2025,10,Miền Tây,89000,91000
03/03/2025,11,Bạc Liêu,89000,91000
03/03/2025,12,Cà Mau,89000,91000
04/03/2025,,,
04/03/2025,1,Hồ Chí Minh,119500,121500
04/03/2025,2,Miền Bắc,119500,121500
04/03/2025,3,Hạ Long,119500,121500
04/03/2025,4,Hải Phòng,119500,121500
04/03/2025,5,Miền Trung,119500,121500
04/03/2025,6,Huế,119500,121500
04/03/2025,7,Quảng Ngãi,119500,121500
04/03/2025,8,Nha Trang,119500,121500
04/03/2025,9,Biên Hòa,119500,121500
04/03/2025,10,Miền Tây,119500,121500
04/03/2025,11,Bạc Liêu,119500,121500
04/03/2025,12,Cà Mau,119500,121500
05/03/2025,,,
05/03/2025,1,Hồ Chí Minh,90700,92700
05/03/2025,2,Miền Bắc,90700,92700
05/03/2025,3,Hạ Long,90700,92700
05/03/2025,4,Hải Phòng,90700,92700
05/03/2025,5,Miền Trung,90700,92700
05/03/2025,6,Huế,90700,92700
05/03/2025,7,Quảng Ngãi,90700,92700
05/03/2025,8,Nha Trang,90700,92700
05/03/2025,9,Biên Hòa,90700,92700
05/03/2025,10,Miền Tây,90700,92700
05/03/2025,11,Bạc Liêu,90700,92700
05/03/2025,12,Cà Mau,90700,92700
06/03/2025,,,
06/03/2025,1,Hồ Chí Minh,90700,92700
06/03/2025,2,Miền Bắc,90700,92700
06/03/2025,3,Hạ Long,90700,92700
06/03/2025,4,Hải Phòng,90700,92700
06/03/2025,5,Miền Trung,90700,92700
06/03/2025,6,Huế,90700,92700
06/03/2025,7,Quảng Ngãi,90700,92700
06/03/2025,8,Nha Trang,90700,92700
06/03/2025,9,Biên Hòa,90700,92700
06/03/2025,10,Miền Tây,90700,92700
06/03/2025,11,Bạc Liêu,90700,92700
06/03/2025,12,Cà Mau,90700,92700
07/03/2025,,,
07/03/2025,1,Hồ Chí Minh,91100,93100
07/03/2025,2,Miền Bắc,91100,93100
07/03/2025,3,Hạ Long,91100,93100
07/03/2025,4,Hải Phòng,91100,93100
07/03/2025,5,Miền Trung,91100,93100
07/03/2025,6,Huế,91100,93100
07/03/2025,7,Quảng Ngãi,91100,93100
07/03/2025,8,Nha Trang,91100,93100
07/03/2025,9,Biên Hòa,91100,93100
07/03/2025,10,Miền Tây,91100,93100
07/03/2025,11,Bạc Liêu,91100,93100
07/03/2025,12,Cà Mau,91100,93100
08/03/2025,,,
08/03/2025,1,Hồ Chí Minh,90900,92900
08/03/2025,2,Miền Bắc,90900,92900
08/03/2025,3,Hạ Long,90900,92900
08/03/2025,4,Hải Phòng,90900,92900
08/03/2025,5,Miền Trung,90900,92900
08/03/2025,6,Huế,90900,92900
08/03/2025,7,Quảng Ngãi,90900,92900
08/03/2025,8,Nha Trang,90900,92900
08/03/2025,9,Biên Hòa,90900,92900
08/03/2025,10,Miền Tây,90900,92900
08/03/2025,11,Bạc Liêu,90900,92900
08/03/2025,12,Cà Mau,90900,92900
09/03/2025,,,
09/03/2025,1,Hồ Chí Minh,90900,92900
09/03/2025,2,Miền Bắc,90900,92900
09/03/2025,3,Hạ Long,90900,92900
09/03/2025,4,Hải Phòng,90900,92900
09/03/2025,5,Miền Trung,90900,92900
09/03/2025,6,Huế,90900,92900
09/03/2025,7,Quảng Ngãi,90900,92900
09/03/2025,8,Nha Trang,90900,92900
09/03/2025,9,Biên Hòa,90900,92900
09/03/2025,10,Miền Tây,90900,92900
09/03/2025,11,Bạc Liêu,90900,92900
09/03/2025,12,Cà Mau,90900,92900
10/03/2025,,,
10/03/2025,1,Hồ Chí Minh,90900,92900
10/03/2025,2,Miền Bắc,90900,92900
10/03/2025,3,Hạ Long,90900,92900
10/03/2025,4,Hải Phòng,90900,92900
10/03/2025,5,Miền Trung,90900,92900
10/03/2025,6,Huế,90900,92900
10/03/2025,7,Quảng Ngãi,90900,92900
10/03/2025,8,Nha Trang,90900,92900
10/03/2025,9,Biên Hòa,90900,92900
10/03/2025,10,Miền Tây,90900,92900
10/03/2025,11,Bạc Liêu,90900,92900
10/03/2025,12,Cà Mau,90900,92900
11/03/2025,,,
11/03/2025,1,Hồ Chí Minh,91000,93000
11/03/2025,2,Miền Bắc,91000,93000
11/03/2025,3,Hạ Long,91000,93000
11/03/2025,4,Hải Phòng,91000,93000
11/03/2025,5,Miền Trung,91000,93000
11/03/2025,6,Huế,91000,93000
11/03/2025,7,Quảng Ngãi,91000,93000
11/03/2025,8,Nha Trang,91000,93000
11/03/2025,9,Biên Hòa,91000,93000
11/03/2025,10,Miền Tây,91000,93000
11/03/2025,11,Bạc Liêu,91000,93000
11/03/2025,12,Cà Mau,91000,93000
12/03/2025,,,
12/03/2025,1,Hồ Chí Minh,91800,93500
12/03/2025,2,Miền Bắc,91800,93500
12/03/2025,3,Hạ Long,91800,93500
12/03/2025,4,Hải Phòng,91800,93500
12/03/2025,5,Miền Trung,91800,93500
12/03/2025,6,Huế,91800,93500
12/03/2025,7,Quảng Ngãi,91800,93500
12/03/2025,8,Nha Trang,91800,93500
12/03/2025,9,Biên Hòa,91800,93500
12/03/2025,10,Miền Tây,91800,93500
12/03/2025,11,Bạc Liêu,91800,93500
12/03/2025,12,Cà Mau,91800,93500
13/03/2025,,,
13/03/2025,1,Hồ Chí Minh,92900,94400
13/03/2025,2,Miền Bắc,92900,94400
13/03/2025,3,Hạ Long,92900,94400
13/03/2025,4,Hải Phòng,92900,94400
13/03/2025,5,Miền Trung,92900,94400
13/03/2025,6,Huế,92900,94400
13/03/2025,7,Quảng Ngãi,92900,94400
13/03/2025,8,Nha Trang,92900,94400
13/03/2025,9,Biên Hòa,92900,94400
13/03/2025,10,Miền Tây,92900,94400
13/03/2025,11,Bạc Liêu,92900,94400
13/03/2025,12,Cà Mau,92900,94400
14/03/2025,,,
14/03/2025,1,Hồ Chí Minh,94300,95800
14/03/2025,2,Miền Bắc,94300,95800
14/03/2025,3,Hạ Long,94300,95800
14/03/2025,4,Hải Phòng,94300,95800
14/03/2025,5,Miền Trung,94300,95800
14/03/2025,6,Huế,94300,95800
14/03/2025,7,Quảng Ngãi,94300,95800
14/03/2025,8,Nha Trang,94300,95800
14/03/2025,9,Biên Hòa,94300,95800
14/03/2025,10,Miền Tây,94300,95800
14/03/2025,11,Bạc Liêu,94300,95800
14/03/2025,12,Cà Mau,94300,95800
15/03/2025,,,
15/03/2025,1,Hồ Chí Minh,94300,95800
15/03/2025,2,Miền Bắc,94300,95800
15/03/2025,3,Hạ Long,94300,95800
15/03/2025,4,Hải Phòng,94300,95800
15/03/2025,5,Miền Trung,94300,95800
15/03/2025,6,Huế,94300,95800
15/03/2025,7,Quảng Ngãi,94300,95800
15/03/2025,8,Nha Trang,94300,95800
15/03/2025,9,Biên Hòa,94300,95800
15/03/2025,10,Miền Tây,94300,95800
15/03/2025,11,Bạc Liêu,94300,95800
15/03/2025,12,Cà Mau,94300,95800
16/03/2025,,,
16/03/2025,1,Hồ Chí Minh,94300,95800
16/03/2025,2,Miền Bắc,94300,95800
16/03/2025,3,Hạ Long,94300,95800
16/03/2025,4,Hải Phòng,94300,95800
16/03/2025,5,Miền Trung,94300,95800
16/03/2025,6,Huế,94300,95800
16/03/2025,7,Quảng Ngãi,94300,95800
16/03/2025,8,Nha Trang,94300,95800
16/03/2025,9,Biên Hòa,94300,95800
16/03/2025,10,Miền Tây,94300,95800
16/03/2025,11,Bạc Liêu,94300,95800
16/03/2025,12,Cà Mau,94300,95800
17/03/2025,,,
17/03/2025,1,Hồ Chí Minh,119500,121500
17/03/2025,2,Miền Bắc,119500,121500
17/03/2025,3,Hạ Long,119500,121500
17/03/2025,4,Hải Phòng,119500,121500
17/03/2025,5,Miền Trung,119500,121500
17/03/2025,6,Huế,119500,121500
17/03/2025,7,Quảng Ngãi,119500,121500
17/03/2025,8,Nha Trang,119500,121500
17/03/2025,9,Biên Hòa,119500,121500
17/03/2025,10,Miền Tây,119500,121500
17/03/2025,11,Bạc Liêu,119500,121500
17/03/2025,12,Cà Mau,119500,121500
18/03/2025,,,
18/03/2025,1,Hồ Chí Minh,96700,98200
18/03/2025,2,Miền Bắc,96700,98200
18/03/2025,3,Hạ Long,96700,98200
18/03/2025,4,Hải Phòng,96700,98200
18/03/2025,5,Miền Trung,96700,98200
18/03/2025,6,Huế,96700,98200
18/03/2025,7,Quảng Ngãi,96700,98200
18/03/2025,8,Nha Trang,96700,98200
18/03/2025,9,Biên Hòa,96700,98200
18/03/2025,10,Miền Tây,96700,98200
18/03/2025,11,Bạc Liêu,96700,98200
18/03/2025,12,Cà Mau,96700,98200
19/03/2025,,,
19/03/2025,1,Hồ Chí Minh,98000,99500
19/03/2025,2,Miền Bắc,98000,99500
19/03/2025,3,Hạ Long,98000,99800
19/03/2025,4,Hải Phòng,98000,99500
19/03/2025,5,Miền Trung,98000,99500
19/03/2025,6,Huế,98000,99500
19/03/2025,7,Quảng Ngãi,98000,99500
19/03/2025,8,Nha Trang,98000,99500
19/03/2025,9,Biên Hòa,98000,99500
19/03/2025,10,Miền Tây,98000,99500
19/03/2025,11,Bạc Liêu,98000,99500
19/03/2025,12,Cà Mau,98000,99500
20/03/2025,,,
20/03/2025,1,Hồ Chí Minh,97800,99800
20/03/2025,2,Miền Bắc,97800,99800
20/03/2025,3,Hạ Long,97800,99800
20/03/2025,4,Hải Phòng,97800,99800
20/03/2025,5,Miền Trung,97800,99800
20/03/2025,6,Huế,97800,99800
20/03/2025,7,Quảng Ngãi,97800,99800
20/03/2025,8,Nha Trang,97800,99800
20/03/2025,9,Biên Hòa,97800,99800
20/03/2025,10,Miền Tây,97800,99800
20/03/2025,11,Bạc Liêu,97800,99800
20/03/2025,12,Cà Mau,97800,99800
21/03/2025,,,
21/03/2025,1,Hồ Chí Minh,94700,97700
21/03/2025,2,Miền Bắc,94700,97700
21/03/2025,3,Hạ Long,94500,97700
21/03/2025,4,Hải Phòng,94700,97700
21/03/2025,5,Miền Trung,94700,97700
21/03/2025,6,Huế,94700,97700
21/03/2025,7,Quảng Ngãi,94700,97700
21/03/2025,8,Nha Trang,94700,97700
21/03/2025,9,Biên Hòa,94700,97700
21/03/2025,10,Miền Tây,94700,97700
21/03/2025,11,Bạc Liêu,94700,97700
21/03/2025,12,Cà Mau,94700,97700
22/03/2025,,,
22/03/2025,1,Hồ Chí Minh,94400,97400
22/03/2025,2,Miền Bắc,94400,97400
22/03/2025,3,Hạ Long,94200,97400
22/03/2025,4,Hải Phòng,94400,97400
22/03/2025,5,Miền Trung,94400,97400
22/03/2025,6,Huế,94400,97400
22/03/2025,7,Quảng Ngãi,94400,97400
22/03/2025,8,Nha Trang,94400,97400
22/03/2025,9,Biên Hòa,94400,97400
22/03/2025,10,Miền Tây,94400,97400
22/03/2025,11,Bạc Liêu,94400,97400
22/03/2025,12,Cà Mau,94400,97400
23/03/2025,,,
23/03/2025,1,Hồ Chí Minh,94400,97400
23/03/2025,2,Miền Bắc,94400,97400
23/03/2025,3,Hạ Long,94400,97400
23/03/2025,4,Hải Phòng,94400,97400
23/03/2025,5,Miền Trung,94400,97400
23/03/2025,6,Huế,94400,97400
23/03/2025,7,Quảng Ngãi,94400,97400
23/03/2025,8,Nha Trang,94400,97400
23/03/2025,9,Biên Hòa,94400,97400
23/03/2025,10,Miền Tây,94400,97400
23/03/2025,11,Bạc Liêu,94400,97400
23/03/2025,12,Cà Mau,94400,97400
24/03/2025,,,
24/03/2025,1,Hồ Chí Minh,95100,97600
24/03/2025,2,Miền Bắc,95100,97600
24/03/2025,3,Hạ Long,95100,97600
24/03/2025,4,Hải Phòng,95100,97600
24/03/2025,5,Miền Trung,95100,97600
24/03/2025,6,Huế,95100,97600
24/03/2025,7,Quảng Ngãi,95100,97600
24/03/2025,8,Nha Trang,95100,97600
24/03/2025,9,Biên Hòa,95100,97600
24/03/2025,10,Miền Tây,95100,97600
24/03/2025,11,Bạc Liêu,95100,97600
24/03/2025,12,Cà Mau,95100,97600
25/03/2025,,,
25/03/2025,1,Hồ Chí Minh,95900,97900
25/03/2025,2,Miền Bắc,95900,97900
25/03/2025,3,Hạ Long,95900,97900
25/03/2025,4,Hải Phòng,95900,97900
25/03/2025,5,Miền Trung,95900,97900
25/03/2025,6,Huế,95900,97900
25/03/2025,7,Quảng Ngãi,95900,97900
25/03/2025,8,Nha Trang,95900,97900
25/03/2025,9,Biên Hòa,95900,97900
25/03/2025,10,Miền Tây,95900,97900
25/03/2025,11,Bạc Liêu,95900,97900
25/03/2025,12,Cà Mau,95900,97900
26/03/2025,,,
26/03/2025,1,Hồ Chí Minh,96700,98400
26/03/2025,2,Miền Bắc,96700,98400
26/03/2025,3,Hạ Long,96700,98400
26/03/2025,4,Hải Phòng,96700,98400
26/03/2025,5,Miền Trung,96700,98400
26/03/2025,6,Huế,96700,98400
26/03/2025,7,Quảng Ngãi,96700,98400
26/03/2025,8,Nha Trang,96700,98400
26/03/2025,9,Biên Hòa,96700,98400
26/03/2025,10,Miền Tây,96700,98400
26/03/2025,11,Bạc Liêu,96700,98400
26/03/2025,12,Cà Mau,96700,98400
27/03/2025,,,
27/03/2025,1,Hồ Chí Minh,97400,98900
27/03/2025,2,Miền Bắc,97400,98900
27/03/2025,3,Hạ Long,97400,98900
27/03/2025,4,Hải Phòng,97400,98900
27/03/2025,5,Miền Trung,97400,98900
27/03/2025,6,Huế,97400,98900
27/03/2025,7,Quảng Ngãi,97400,98900
27/03/2025,8,Nha Trang,97400,98900
27/03/2025,9,Biên Hòa,97400,98900
27/03/2025,10,Miền Tây,97400,98900
27/03/2025,11,Bạc Liêu,97400,98900
27/03/2025,12,Cà Mau,97400,98900
28/03/2025,,,
28/03/2025,1,Hồ Chí Minh,98200,100200
28/03/2025,2,Miền Bắc,98200,100200
28/03/2025,3,Hạ Long,98200,100200
28/03/2025,4,Hải Phòng,98200,100200
28/03/2025,5,Miền Trung,98200,100200
28/03/2025,6,Huế,98200,100200
28/03/2025,7,Quảng Ngãi,98200,100200
28/03/2025,8,Nha Trang,98200,100200
28/03/2025,9,Biên Hòa,98200,100200
28/03/2025,10,Miền Tây,98200,100200
28/03/2025,11,Bạc Liêu,98200,100200
28/03/2025,12,Cà Mau,98200,100200
29/03/2025,,,
29/03/2025,1,Hồ Chí Minh,119500,121500
29/03/2025,2,Miền Bắc,119500,121500
29/03/2025,3,Hạ Long,119500,121500
29/03/2025,4,Hải Phòng,119500,121500
29/03/2025,5,Miền Trung,119500,121500
29/03/2025,6,Huế,119500,121500
29/03/2025,7,Quảng Ngãi,119500,121500
29/03/2025,8,Nha Trang,119500,121500
29/03/2025,9,Biên Hòa,119500,121500
29/03/2025,10,Miền Tây,119500,121500
29/03/2025,11,Bạc Liêu,119500,121500
29/03/2025,12,Cà Mau,119500,121500
30/03/2025,,,
30/03/2025,1,Hồ Chí Minh,98400,100700
30/03/2025,2,Miền Bắc,98400,100700
30/03/2025,3,Hạ Long,98400,100700
30/03/2025,4,Hải Phòng,98400,100700
30/03/2025,5,Miền Trung,98400,100700
30/03/2025,6,Huế,98400,100700
30/03/2025,7,Quảng Ngãi,98400,100700
30/03/2025,8,Nha Trang,98400,100700
30/03/2025,9,Biên Hòa,98400,100700
30/03/2025,10,Miền Tây,98400,100700
30/03/2025,11,Bạc Liêu,98400,100700
30/03/2025,12,Cà Mau,98400,100700
31/03/2025,,,
31/03/2025,1,Hồ Chí Minh,99500,101800
31/03/2025,2,Miền Bắc,99500,101800
31/03/2025,3,Hạ Long,99500,101800
31/03/2025,4,Hải Phòng,99500,101800
31/03/2025,5,Miền Trung,99500,101800
31/03/2025,6,Huế,99500,101800
31/03/2025,7,Quảng Ngãi,99500,101800
31/03/2025,8,Nha Trang,99500,101800
31/03/2025,9,Biên Hòa,99500,101800
31/03/2025,10,Miền Tây,99500,101800
31/03/2025,11,Bạc Liêu,99500,101800
31/03/2025,12,Cà Mau,99500,101800
01/04/2025,,,
01/04/2025,1,Hồ Chí Minh,99400,102100
01/04/2025,2,Miền Bắc,99400,102100
01/04/2025,3,Hạ Long,99400,102100
01/04/2025,4,Hải Phòng,99400,102100
01/04/2025,5,Miền Trung,99400,102100
01/04/2025,6,Huế,99400,102100
01/04/2025,7,Quảng Ngãi,99400,102100
01/04/2025,8,Nha Trang,99400,102100
01/04/2025,9,Biên Hòa,99400,102100
01/04/2025,10,Miền Tây,99400,102100
01/04/2025,11,Bạc Liêu,99400,102100
01/04/2025,12,Cà Mau,99400,102100
02/04/2025,,,
02/04/2025,1,Hồ Chí Minh,99100,101800
02/04/2025,2,Miền Bắc,99100,101800
02/04/2025,3,Hạ Long,99100,101800
02/04/2025,4,Hải Phòng,99100,101800
02/04/2025,5,Miền Trung,99100,101800
02/04/2025,6,Huế,99100,101800
02/04/2025,7,Quảng Ngãi,99100,101800
02/04/2025,8,Nha Trang,99100,101800
02/04/2025,9,Biên Hòa,99100,101800
02/04/2025,10,Miền Tây,99100,101800
02/04/2025,11,Bạc Liêu,99100,101800
02/04/2025,12,Cà Mau,99100,101800
03/04/2025,,,
03/04/2025,1,Hồ Chí Minh,99500,102200
03/04/2025,2,Miền Bắc,99500,102200
03/04/2025,3,Hạ Long,98300,102200
03/04/2025,4,Hải Phòng,99500,102200
03/04/2025,5,Miền Trung,99500,102200
03/04/2025,6,Huế,99500,102200
03/04/2025,7,Quảng Ngãi,99500,102200
03/04/2025,8,Nha Trang,99500,102200
03/04/2025,9,Biên Hòa,99500,102200
03/04/2025,10,Miền Tây,99500,102200
03/04/2025,11,Bạc Liêu,99500,102200
03/04/2025,12,Cà Mau,99500,102200
04/04/2025,,,
04/04/2025,1,Hồ Chí Minh,98800,101300
04/04/2025,2,Miền Bắc,98800,101300
04/04/2025,3,Hạ Long,98800,101300
04/04/2025,4,Hải Phòng,98800,101300
04/04/2025,5,Miền Trung,98800,101300
04/04/2025,6,Huế,98800,101300
04/04/2025,7,Quảng Ngãi,98800,101300
04/04/2025,8,Nha Trang,98800,101300
04/04/2025,9,Biên Hòa,98800,101300
04/04/2025,10,Miền Tây,98800,101300
04/04/2025,11,Bạc Liêu,98800,101300
04/04/2025,12,Cà Mau,98800,101300
05/04/2025,,,
05/04/2025,1,Hồ Chí Minh,97100,100100
05/04/2025,2,Miền Bắc,97100,100100
05/04/2025,3,Hạ Long,97600,100700
05/04/2025,4,Hải Phòng,97100,100100
05/04/2025,5,Miền Trung,97100,100100
05/04/2025,6,Huế,97100,100100
05/04/2025,7,Quảng Ngãi,97100,100100
05/04/2025,8,Nha Trang,97100,100100
05/04/2025,9,Biên Hòa,97100,100100
05/04/2025,10,Miền Tây,97100,100100
05/04/2025,11,Bạc Liêu,97100,100100
05/04/2025,12,Cà Mau,97100,100100
06/04/2025,,,
06/04/2025,1,Hồ Chí Minh,97100,100100
06/04/2025,2,Miền Bắc,97100,100100
06/04/2025,3,Hạ Long,97600,100700
06/04/2025,4,Hải Phòng,97100,100100
06/04/2025,5,Miền Trung,97100,100100
06/04/2025,6,Huế,97100,100100
06/04/2025,7,Quảng Ngãi,97100,100100
06/04/2025,8,Nha Trang,97100,100100
06/04/2025,9,Biên Hòa,97100,100100
06/04/2025,10,Miền Tây,97100,100100
